Cluster,Gender,Annual Income,Price ($),Company,Model,Transmission,Color,Body Style
0,Male,13.5,17.001,Acura,RL,Manual,Red,SUV
2,Male,2355.0,21.5,Volkswagen,Passat,Auto,Black,Hatchback
0,Male,13.5,13.001,Cadillac,Eldorado,Manual,Pale White,Passenger
1,Female,668.4,36.401,Toyota,Tacoma,Manual,Black,Hardtop
0,Female,13.5,25.001,Dodge,Viper,Auto,Pale White,SUV
2,Male,4240.0,34.001,Cadillac,Escalade,Manual,Black,Sedan
0,Male,927.0,34.0,Oldsmobile,Silhouette,Manual,Red,Sedan
0,Male,13.5,31.0,Dodge,Viper,Auto,Red,SUV
0,Female,13.5,32.0,Nissan,Quest,Auto,Pale White,SUV
2,Female,2605.0,24.5,Oldsmobile,Aurora,Auto,Red,Passenger
0,Female,775.0,15.001,Dodge,Ram Van,Auto,Pale White,Hatchback
0,Female,466.0,26.001,Ford,Expedition,Auto,Black,SUV
0,Male,13.5,31.001,Dodge,Intrepid,Auto,Red,Sedan
0,Male,945.0,12.0,Chrysler,Concorde,Auto,Black,Hardtop
0,Male,753.0,33.001,Mercedes-B,SLK230,Auto,Black,Hatchback
1,Male,1600.0,54.001,Nissan,Maxima,Manual,Pale White,Sedan
0,Male,892.5,27.501,Lexus,LS400,Auto,Pale White,Sedan
1,Female,1065.0,49.5,Ford,Focus,Manual,Black,Hardtop
1,Female,600.0,69.001,Lexus,LS400,Manual,Black,Sedan
0,Male,13.5,22.001,Dodge,Durango,Auto,Red,SUV
1,Male,2040.0,71.001,Mercury,Grand Marquis,Manual,Red,SUV
2,Male,1406.0,17.601,Chevrolet,Camaro,Auto,Pale White,Sedan
0,Male,560.0,22.0,Porsche,Carrera Coupe,Auto,Red,Hardtop
0,Female,480.0,24.001,Volvo,C70,Manual,Pale White,Hatchback
0,Male,13.5,19.001,Chevrolet,Metro,Auto,Pale White,Passenger
0,Female,346.0,20.001,Jaguar,S-Type,Manual,Pale White,Passenger
0,Male,13.5,12.001,Chrysler,Cirrus,Auto,Red,Passenger
0,Male,1165.0,22.501,Ford,Expedition,Manual,Red,SUV
0,Male,13.5,16.0,Chevrolet,Prizm,Auto,Black,Hardtop
1,Male,1098.0,61.8,Saturn,SC,Manual,Red,Hardtop
0,Male,950.0,19.001,Volkswagen,Jetta,Auto,Red,Passenger
1,Male,1079.5,43.95,Ford,Mustang,Manual,Red,Hatchback
0,Male,550.0,20.0,Chevrolet,Cavalier,Manual,Pale White,SUV
0,Male,13.5,16.0,Chrysler,300M,Auto,Red,SUV
0,Male,13.5,26.0,Volvo,S40,Auto,Black,Sedan
0,Male,479.25,18.25,Ford,Explorer,Auto,Pale White,Hatchback
0,Male,380.0,12.0,Toyota,Sienna,Manual,Black,Passenger
0,Male,630.0,27.0,Audi,A6,Auto,Black,SUV
0,Female,688.0,31.0,Mercedes-B,E-Class,Auto,Pale White,Sedan
1,Male,650.0,82.0,Chevrolet,Malibu,Manual,Red,Hardtop
0,Male,13.5,27.0,Lexus,LS400,Auto,Pale White,Sedan
0,Female,567.0,29.0,Ford,Crown Victoria,Auto,Red,Passenger
0,Male,716.0,16.0,BMW,528i,Manual,Pale White,SUV
0,Male,730.0,31.001,Chevrolet,Metro,Auto,Black,Passenger
1,Male,925.0,46.0,Chrysler,Concorde,Auto,Pale White,Hardtop
0,Male,918.0,26.001,Chevrolet,Corvette,Manual,Black,SUV
0,Male,13.5,36.001,Jeep,Cherokee,Auto,Pale White,Sedan
1,Male,616.0,39.0,Mitsubishi,Montero Sport,Auto,Red,Hardtop
0,Male,740.0,21.001,Mitsubishi,3000GT,Manual,Pale White,Sedan
2,Female,1807.0,26.7,Subaru,Forester,Manual,Red,Hardtop
0,Male,721.0,17.001,Lexus,GS300,Manual,Red,Passenger
0,Male,646.0,21.001,Chrysler,LHS,Auto,Pale White,Hatchback
0,Male,13.5,25.0,Volkswagen,Golf,Manual,Red,Hardtop
0,Male,770.0,28.001,Pontiac,Sunfire,Manual,Pale White,Sedan
1,Male,777.0,51.0,Chrysler,LHS,Manual,Black,Hatchback
1,Male,1326.0,49.6,Volvo,C70,Auto,Black,Hatchback
2,Male,4525.0,16.5,Acura,TL,Auto,Red,Hatchback
1,Male,13.5,54.0,Lexus,LX470,Manual,Pale White,SUV
1,Male,13.5,49.0,Mitsubishi,Diamante,Manual,Black,Hatchback
0,Female,13.5,22.0,Mercedes-B,CLK Coupe,Auto,Pale White,Sedan
1,Male,660.0,60.0,Cadillac,Eldorado,Auto,Black,Passenger
2,Male,1617.0,20.7,Buick,LeSabre,Manual,Black,Sedan
0,Male,13.5,20.0,Porsche,Carrera Cabrio,Auto,Pale White,Passenger
2,Male,1965.0,34.5,Oldsmobile,Silhouette,Manual,Red,Sedan
1,Male,2325.0,71.5,Mercedes-B,SLK230,Manual,Red,Hatchback
1,Female,380.0,42.001,Chrysler,Concorde,Auto,Pale White,Hardtop
0,Male,740.0,29.0,Nissan,Maxima,Manual,Red,Sedan
1,Female,610.0,42.001,Chevrolet,Lumina,Manual,Black,Passenger
1,Male,13.5,42.001,Lincoln,Continental,Manual,Black,Passenger
2,Male,1850.0,32.001,Porsche,Carrera Cabrio,Auto,Pale White,Passenger
2,Male,1950.0,28.001,Toyota,RAV4,Auto,Black,Hatchback
1,Female,521.5,37.501,Chevrolet,Metro,Manual,Red,Passenger
0,Male,660.0,33.0,Saturn,SC,Auto,Black,Hardtop
0,Male,930.0,19.001,Pontiac,Grand Prix,Auto,Red,Passenger
0,Male,1050.0,28.001,Chevrolet,Cavalier,Manual,Pale White,SUV
2,Male,1390.0,36.001,Volvo,C70,Manual,Black,Hatchback
0,Male,997.0,34.001,Toyota,Camry,Manual,Black,Hatchback
0,Male,617.5,22.501,Nissan,Pathfinder,Manual,Black,Hardtop
0,Male,915.0,27.001,Volkswagen,Jetta,Manual,Pale White,Passenger
0,Male,13.5,21.001,BMW,528i,Manual,Black,SUV
0,Male,556.0,17.0,Mercedes-B,SL-Class,Manual,Red,Hardtop
0,Male,660.0,17.0,Subaru,Forester,Manual,Red,Hardtop
0,Female,622.5,20.501,Nissan,Altima,Auto,Pale White,Hatchback
2,Male,6050.0,14.001,Toyota,Celica,Manual,Pale White,SUV
1,Male,1800.0,51.001,Saturn,LS,Auto,Pale White,Sedan
0,Female,13.5,31.001,Mercedes-B,E-Class,Auto,Pale White,Sedan
0,Male,640.0,19.0,BMW,323i,Auto,Red,Hatchback
1,Male,480.0,71.0,Mercedes-B,SLK230,Manual,Red,Hatchback
0,Male,517.25,15.25,Oldsmobile,Bravada,Auto,Red,Hatchback
1,Male,1245.0,42.5,Audi,A6,Auto,Pale White,SUV
1,Female,720.0,39.0,Dodge,Avenger,Auto,Red,Passenger
0,Male,13.5,26.0,Pontiac,Grand Am,Auto,Pale White,SUV
0,Male,675.0,18.0,Saturn,LW,Auto,Pale White,Hatchback
0,Female,634.0,18.0,Saab,3-Sep,Auto,Black,Sedan
0,Male,722.0,31.0,Dodge,Ram Van,Auto,Red,Hatchback
0,Male,545.0,14.0,Chevrolet,Impala,Manual,Pale White,Hatchback
0,Male,13.5,24.0,Chevrolet,Prizm,Manual,Red,Hardtop
0,Male,510.0,26.0,Chevrolet,Monte Carlo,Manual,Pale White,Hatchback
1,Male,542.5,36.5,Mercedes-B,SLK,Auto,Pale White,Passenger
0,Male,631.5,31.5,Acura,RL,Manual,Red,SUV
1,Male,13.5,53.0,Lexus,GS400,Manual,Black,Hatchback
0,Female,500.0,22.001,Plymouth,Breeze,Auto,Pale White,Hardtop
0,Male,13.5,16.0,Volkswagen,Cabrio,Auto,Black,Sedan
0,Female,860.0,17.001,Ford,Focus,Manual,Red,Hardtop
2,Female,5075.0,16.5,Nissan,Maxima,Manual,Red,Sedan
0,Female,13.5,16.001,Chevrolet,Prizm,Manual,Black,Hardtop
1,Male,940.0,45.0,Mitsubishi,Montero Sport,Auto,Black,Hardtop
0,Male,490.0,22.001,Plymouth,Breeze,Auto,Pale White,Hardtop
0,Male,1070.0,21.001,Nissan,Altima,Auto,Red,Hatchback
0,Female,630.0,24.001,Acura,RL,Auto,Black,SUV
0,Female,720.0,17.001,Volvo,S40,Manual,Red,Sedan
0,Female,610.0,26.001,Volvo,S70,Auto,Black,Hardtop
0,Male,840.0,12.001,Audi,A4,Manual,Pale White,Hardtop
0,Female,737.0,22.001,Ford,F-Series,Manual,Black,Passenger
2,Female,1250.0,19.001,Pontiac,Grand Am,Auto,Red,SUV
0,Female,385.0,13.001,Saturn,LW,Manual,Pale White,Hatchback
0,Female,655.0,17.0,Volkswagen,Golf,Manual,Pale White,Hardtop
2,Male,1600.0,32.001,Volkswagen,Passat,Auto,Pale White,Hatchback
2,Male,1788.0,29.801,Volvo,S40,Auto,Red,Sedan
0,Female,551.0,22.001,Mercedes-B,CL500,Manual,Black,SUV
0,Male,13.5,23.001,Dodge,Viper,Auto,Red,SUV
2,Male,1870.0,36.001,Mitsubishi,Galant,Auto,Pale White,Passenger
2,Female,1370.0,19.001,Pontiac,Bonneville,Auto,Red,Hatchback
0,Male,13.5,12.0,Chrysler,Concorde,Auto,Black,Hardtop
0,Male,13.5,12.0,Oldsmobile,Silhouette,Auto,Red,Sedan
0,Female,757.0,15.0,Plymouth,Prowler,Auto,Red,Hatchback
2,Male,1635.0,16.5,Dodge,Ram Pickup,Manual,Pale White,Hardtop
0,Male,890.0,28.001,Chrysler,Concorde,Manual,Pale White,Hardtop
2,Male,1668.0,22.801,Chevrolet,Prizm,Manual,Pale White,Hardtop
2,Male,2420.0,45.0,Oldsmobile,Intrigue,Auto,Pale White,SUV
2,Male,1412.0,12.2,Pontiac,Grand Am,Auto,Pale White,SUV
0,Male,13.5,19.001,Dodge,Ram Pickup,Manual,Black,Hardtop
1,Male,1323.0,43.3,Pontiac,Sunfire,Manual,Red,Sedan
2,Female,1700.0,36.0,Oldsmobile,Bravada,Manual,Black,Hatchback
0,Male,750.074,15.071,Plymouth,Prowler,Auto,Red,Hatchback
1,Male,591.0,60.0,Dodge,Ram Van,Auto,Black,Hatchback
1,Male,550.0,41.0,Oldsmobile,Cutlass,Auto,Red,Sedan
1,Male,330.0,69.0,Volkswagen,Jetta,Auto,Red,Passenger
0,Female,13.5,14.0,Audi,A6,Auto,Black,SUV
1,Male,800.0,46.0,Oldsmobile,Cutlass,Auto,Pale White,Sedan
0,Male,13.5,19.0,Mitsubishi,3000GT,Auto,Red,Sedan
0,Male,725.0,20.0,Nissan,Altima,Auto,Pale White,Hatchback
0,Male,815.0,29.0,BMW,528i,Manual,Red,SUV
1,Male,715.888,43.88,Honda,Accord,Manual,Black,Sedan
2,Male,1970.0,12.0,Buick,Park Avenue,Auto,Red,Hatchback
1,Male,405.0,43.0,Pontiac,Sunfire,Manual,Red,Sedan
2,Male,1475.0,22.501,Volvo,S40,Manual,Red,Sedan
1,Male,640.0,46.001,Chrysler,Sebring Coupe,Auto,Pale White,Sedan
1,Male,13.5,39.001,Volvo,V70,Auto,Black,Passenger
0,Male,850.0,16.0,Lexus,ES300,Auto,Black,Hardtop
2,Female,1395.0,16.501,Mercury,Grand Marquis,Manual,Pale White,SUV
0,Male,13.5,24.001,Volkswagen,Jetta,Manual,Red,Passenger
0,Male,1000.0,20.0,Jaguar,S-Type,Manual,Pale White,Passenger
0,Male,584.0,21.0,Chevrolet,Monte Carlo,Auto,Red,Hatchback
0,Male,1076.0,23.6,Dodge,Caravan,Auto,Black,Hardtop
0,Male,1080.0,17.0,Oldsmobile,Alero,Manual,Black,Hardtop
1,Female,900.0,38.001,Buick,Regal,Auto,Pale White,Passenger
0,Male,13.5,19.001,Honda,Accord,Auto,Pale White,Sedan
1,Male,905.0,45.001,Jaguar,S-Type,Manual,Red,Passenger
0,Female,790.0,24.001,Dodge,Ram Van,Manual,Red,Hatchback
1,Female,1291.0,82.1,Chevrolet,Malibu,Manual,Red,Hardtop
0,Female,810.0,12.001,Plymouth,Voyager,Manual,Red,Passenger
0,Male,640.0,27.001,Toyota,Land Cruiser,Manual,Pale White,SUV
0,Male,647.0,14.001,Oldsmobile,Silhouette,Manual,Pale White,Sedan
2,Male,1620.0,19.001,Nissan,Quest,Manual,Black,SUV
2,Female,1645.0,18.5,Ford,Ranger,Manual,Black,Hardtop
2,Male,2100.0,12.001,Oldsmobile,Silhouette,Auto,Red,Sedan
0,Female,770.0,22.001,Toyota,RAV4,Manual,Pale White,Hatchback
0,Male,1167.5,10.751,Dodge,Durango,Auto,Pale White,SUV
1,Male,896.0,42.001,Lincoln,Continental,Manual,Black,Passenger
0,Male,13.5,18.001,Mitsubishi,Diamante,Auto,Black,Hatchback
0,Male,13.5,27.0,Audi,A4,Auto,Black,Hardtop
2,Male,1480.0,26.0,Acura,RL,Manual,Red,SUV
2,Female,2040.0,12.0,Saturn,SC,Auto,Red,Hardtop
1,Male,850.0,51.0,Lexus,GS300,Manual,Black,Passenger
0,Male,912.0,16.0,Mercury,Grand Marquis,Manual,Pale White,SUV
0,Male,13.5,18.0,Lexus,RX300,Manual,Black,Hardtop
2,Male,1350.0,21.0,Chevrolet,Prizm,Manual,Pale White,Hardtop
1,Male,650.0,39.0,Volvo,V70,Auto,Black,Passenger
1,Male,468.0,69.0,Ford,Taurus,Manual,Black,SUV
0,Female,13.5,16.0,Jaguar,S-Type,Auto,Black,Passenger
0,Female,480.0,17.0,Lincoln,Town car,Manual,Black,Hatchback
0,Male,1112.0,21.2,Chevrolet,Prizm,Manual,Red,Hardtop
0,Male,13.5,27.0,Audi,A6,Auto,Black,SUV
0,Male,1102.0,10.201,Ford,Expedition,Manual,Black,SUV
2,Male,1535.0,27.5,Lexus,ES300,Auto,Pale White,Hardtop
1,Male,420.0,51.0,Chrysler,LHS,Manual,Black,Hatchback
0,Male,13.5,29.0,Cadillac,Eldorado,Manual,Black,Passenger
0,Male,13.5,17.0,Chevrolet,Monte Carlo,Manual,Red,Hatchback
2,Female,4980.0,22.0,Saturn,SL,Auto,Red,SUV
1,Male,515.0,45.0,Dodge,Ram Pickup,Auto,Pale White,Hardtop
1,Female,13.5,49.0,Saturn,LW,Manual,Red,Hatchback
0,Male,552.0,18.001,Mercedes-B,S-Class,Manual,Black,SUV
0,Male,615.0,25.001,Audi,A6,Manual,Black,SUV
1,Male,673.0,85.001,Toyota,RAV4,Manual,Black,Hatchback
0,Male,13.5,19.0,Dodge,Ram Pickup,Manual,Black,Hardtop
1,Male,1020.0,53.0,Toyota,Tacoma,Auto,Pale White,Hardtop
2,Male,1670.0,41.001,Chevrolet,Camaro,Auto,Black,Sedan
2,Female,1300.0,28.001,Mercury,Cougar,Manual,Pale White,Hatchback
0,Male,762.0,25.001,Toyota,Celica,Auto,Pale White,SUV
0,Male,950.0,25.001,Oldsmobile,Silhouette,Manual,Red,Sedan
0,Male,840.0,14.001,Toyota,Celica,Manual,Pale White,SUV
1,Male,714.0,41.001,Chevrolet,Camaro,Auto,Black,Sedan
0,Male,865.0,22.001,Ford,Taurus,Manual,Red,SUV
0,Male,780.0,34.001,Oldsmobile,Aurora,Manual,Red,Passenger
0,Male,13.5,26.0,Mercedes-B,SL-Class,Manual,Pale White,Hardtop
0,Male,702.5,33.501,Mercury,Cougar,Auto,Black,Hatchback
1,Male,900.0,42.001,Chevrolet,Lumina,Manual,Black,Passenger
0,Female,830.0,22.0,Infiniti,I30,Manual,Red,Hardtop
0,Male,450.0,13.001,Audi,A6,Manual,Pale White,SUV
1,Male,545.0,85.001,Cadillac,Eldorado,Manual,Black,Passenger
2,Female,1210.0,22.0,Mercedes-B,CLK Coupe,Auto,Pale White,Sedan
0,Male,792.5,25.5,Honda,Civic,Auto,Pale White,Hatchback
2,Male,2050.0,11.0,Nissan,Pathfinder,Manual,Red,Hardtop
2,Male,1262.0,9.2,Mitsubishi,Mirage,Auto,Black,SUV
1,Male,13.5,49.0,Infiniti,I30,Auto,Black,Hardtop
0,Male,13.5,22.0,Dodge,Ram Wagon,Auto,Black,Passenger
1,Male,13.5,41.0,BMW,328i,Auto,Black,Sedan
1,Male,1186.0,75.6,Cadillac,Catera,Auto,Pale White,Hatchback
0,Male,960.0,14.0,Toyota,Corolla,Manual,Red,Passenger
0,Male,13.5,22.0,Mitsubishi,Diamante,Manual,Black,Hatchback
0,Female,600.0,19.0,Mercedes-B,SLK,Auto,Red,Passenger
0,Male,790.0,24.0,Audi,A6,Manual,Pale White,SUV
1,Male,515.0,45.001,Toyota,Celica,Auto,Pale White,SUV
0,Male,13.5,15.0,Porsche,Carrera Coupe,Auto,Red,Hardtop
1,Male,1410.0,45.0,Dodge,Ram Pickup,Auto,Pale White,Hardtop
0,Male,460.0,17.001,Oldsmobile,Bravada,Manual,Black,Hatchback
2,Male,2100.0,21.0,Dodge,Ram Pickup,Manual,Pale White,Hardtop
0,Male,587.0,26.0,Lincoln,Town car,Auto,Black,Hatchback
2,Male,2800.0,21.0,BMW,323i,Manual,Red,Hatchback
0,Male,720.0,18.0,Saturn,LW,Auto,Pale White,Hatchback
2,Male,3250.0,19.0,Pontiac,Grand Prix,Auto,Red,Passenger
2,Female,1871.0,14.1,Mercedes-B,C-Class,Auto,Black,Hatchback
2,Male,2140.0,19.0,Ford,Contour,Auto,Red,Sedan
1,Male,13.5,69.0,Saab,3-Sep,Auto,Red,Sedan
0,Female,670.0,20.0,Jaguar,S-Type,Manual,Pale White,Passenger
2,Male,2300.0,27.0,Toyota,Sienna,Manual,Black,Passenger
2,Male,1490.0,16.0,Volkswagen,Cabrio,Auto,Black,Sedan
2,Male,1210.0,23.0,Buick,Park Avenue,Manual,Pale White,Hatchback
2,Male,1300.0,21.0,BMW,528i,Manual,Black,SUV
1,Male,1675.0,69.5,Saab,3-Sep,Auto,Red,Sedan
0,Male,13.5,26.0,Ford,Crown Victoria,Manual,Black,Passenger
0,Female,13.5,28.0,Saab,5-Sep,Manual,Pale White,Hatchback
0,Male,705.0,17.0,Subaru,Forester,Manual,Red,Hardtop
0,Female,13.5,12.0,Toyota,Sienna,Manual,Black,Passenger
2,Female,2055.0,21.5,Mitsubishi,3000GT,Manual,Pale White,Sedan
2,Male,2400.0,21.0,BMW,328i,Manual,Red,Sedan
0,Male,1000.0,27.001,Audi,A6,Auto,Black,SUV
0,Male,13.5,20.001,Mitsubishi,3000GT,Manual,Red,Sedan
2,Female,1250.0,16.001,Dodge,Ram Wagon,Manual,Pale White,Passenger
0,Female,13.5,22.001,Volkswagen,Jetta,Auto,Black,Passenger
0,Female,13.5,19.001,Chrysler,Sebring Coupe,Auto,Red,Sedan
2,Male,1180.0,22.001,Chevrolet,Impala,Manual,Red,Hatchback
0,Female,13.5,31.001,Chevrolet,Metro,Auto,Black,Passenger
0,Male,773.0,25.0,Chevrolet,Prizm,Manual,Black,Hardtop
0,Male,950.0,17.001,Mitsubishi,Diamante,Auto,Black,Hatchback
0,Male,710.0,22.001,Chevrolet,Corvette,Manual,Pale White,SUV
1,Male,522.5,53.5,Mitsubishi,Montero Sport,Auto,Pale White,Hardtop
0,Male,980.0,31.001,Dodge,Viper,Auto,Red,SUV
1,Female,1100.0,43.001,Pontiac,Sunfire,Manual,Red,Sedan
2,Male,2225.0,43.501,Buick,Regal,Manual,Red,Passenger
0,Female,639.0,25.001,Audi,A6,Manual,Black,SUV
2,Male,1320.0,17.0,Volvo,S40,Manual,Pale White,Sedan
0,Male,13.5,12.0,Mitsubishi,Montero Sport,Manual,Pale White,Hardtop
1,Male,1325.0,60.5,Dodge,Ram Van,Auto,Black,Hatchback
2,Male,1600.0,26.0,Ford,Expedition,Auto,Black,SUV
0,Male,13.5,23.0,Jeep,Wrangler,Manual,Pale White,Hatchback
2,Male,2200.0,24.0,Saturn,LS,Auto,Red,Sedan
1,Male,702.5,45.5,Mitsubishi,Montero Sport,Auto,Black,Hardtop
1,Male,1036.0,85.6,Cadillac,Eldorado,Manual,Black,Passenger
1,Male,13.5,62.0,BMW,528i,Auto,Pale White,SUV
0,Male,570.0,16.001,Mercury,Grand Marquis,Manual,Pale White,SUV
0,Female,590.0,24.001,Porsche,Boxter,Manual,Red,SUV
1,Male,13.5,41.001,Dodge,Viper,Auto,Red,SUV
1,Male,1325.0,39.5,Mitsubishi,Montero Sport,Auto,Red,Hardtop
2,Male,2250.0,16.0,Volkswagen,Cabrio,Auto,Black,Sedan
0,Male,1003.5,12.35,Pontiac,Grand Am,Auto,Pale White,SUV
2,Male,1301.0,25.1,Volvo,S80,Manual,Red,Sedan
0,Female,790.0,23.0,Subaru,Forester,Auto,Red,Hardtop
0,Male,13.5,24.001,Acura,RL,Auto,Black,SUV
2,Male,1405.0,21.5,Nissan,Pathfinder,Auto,Red,Hardtop
0,Male,200.5,19.501,Buick,Regal,Auto,Black,Passenger
1,Male,332.0,37.001,Oldsmobile,Intrigue,Manual,Red,SUV
0,Male,13.5,17.001,Mercedes-B,SLK,Manual,Pale White,Passenger
0,Male,13.5,29.001,Buick,Park Avenue,Manual,Black,Hatchback
1,Female,106.0,46.001,Lexus,LS400,Auto,Pale White,Sedan
0,Female,800.0,17.0,Volvo,S40,Manual,Red,Sedan
0,Male,13.5,16.0,Mitsubishi,Montero,Manual,Black,SUV
0,Male,730.0,21.0,Chrysler,Sebring Coupe,Manual,Red,Sedan
0,Male,780.0,21.0,BMW,328i,Manual,Red,Sedan
0,Male,13.5,37.0,Chevrolet,Metro,Manual,Red,Passenger
0,Male,13.5,20.0,Nissan,Frontier,Manual,Pale White,Hatchback
0,Male,903.0,10.0,Ford,Expedition,Manual,Black,SUV
0,Male,802.0,16.0,Mercury,Villager,Auto,Black,Passenger
2,Male,1500.0,24.0,Mitsubishi,3000GT,Manual,Red,Sedan
0,Female,13.5,24.0,Dodge,Caravan,Manual,Red,Hardtop
0,Female,13.5,31.0,Mercedes-B,E-Class,Auto,Pale White,Sedan
2,Male,1400.0,16.0,Volkswagen,Cabrio,Auto,Black,Sedan
1,Male,1560.0,62.0,Ford,Contour,Auto,Pale White,Sedan
0,Female,665.0,36.0,Saturn,SW,Manual,Black,Passenger
2,Male,2273.0,31.3,Volkswagen,Passat,Auto,Pale White,Hatchback
0,Female,13.5,22.0,Mercury,Cougar,Manual,Red,Hatchback
2,Male,2350.0,36.0,Mercedes-B,SLK,Auto,Pale White,Passenger
1,Male,490.0,41.0,Mercedes-B,M-Class,Manual,Pale White,Hardtop
0,Male,907.5,21.5,Nissan,Pathfinder,Auto,Red,Hardtop
0,Male,447.0,22.0,Dodge,Avenger,Auto,Red,Passenger
1,Male,13.5,45.0,Volkswagen,Jetta,Manual,Pale White,Passenger
2,Male,1245.0,20.501,Dodge,Ram Pickup,Manual,Pale White,Hardtop
0,Female,395.0,11.001,Dodge,Intrepid,Manual,Black,Sedan
2,Male,1155.0,26.501,Honda,Passport,Auto,Black,Hardtop
0,Male,690.0,31.001,Dodge,Stratus,Auto,Red,Hatchback
0,Male,821.0,23.001,Buick,Park Avenue,Manual,Pale White,Hatchback
0,Female,740.0,21.0,Mercury,Mountaineer,Manual,Red,Hardtop
0,Female,13.5,27.001,Dodge,Durango,Manual,Pale White,SUV
0,Female,13.5,16.5,Toyota,Sienna,Manual,Black,Passenger
0,Female,190.0,19.001,Jeep,Wrangler,Auto,Red,Hatchback
2,Female,1840.0,24.001,Porsche,Boxter,Manual,Red,SUV
2,Male,1560.0,11.456,Mercedes-B,SLK,Auto,Pale White,Passenger
1,Male,13.5,39.001,Mercury,Sable,Auto,Red,Sedan
2,Male,2400.0,24.001,Acura,TL,Auto,Red,Hatchback
2,Male,1683.0,36.301,Volvo,C70,Manual,Black,Hatchback
0,Male,171.5,10.501,Mercedes-B,S-Class,Auto,Pale White,SUV
0,Male,575.0,12.0,Chrysler,Concorde,Auto,Black,Hardtop
0,Male,13.5,21.0,Toyota,Land Cruiser,Auto,Black,SUV
2,Female,4940.0,41.0,Chevrolet,Malibu,Manual,Pale White,Hardtop
0,Male,725.0,13.0,Ford,F-Series,Manual,Red,Passenger
0,Male,13.5,18.0,Acura,RL,Manual,Black,SUV
0,Male,13.5,14.0,Mercury,Villager,Manual,Pale White,Passenger
2,Male,1255.0,29.5,Mercedes-B,CL500,Manual,Red,SUV
2,Male,1361.0,13.1,Chevrolet,Metro,Manual,Pale White,Passenger
1,Male,950.0,42.0,Chevrolet,Lumina,Manual,Black,Passenger
1,Male,1790.0,69.0,Lexus,LS400,Manual,Black,Sedan
0,Male,680.0,16.0,BMW,328i,Auto,Black,Sedan
0,Male,310.0,19.0,Dodge,Ram Pickup,Manual,Black,Hardtop
2,Male,1715.0,14.5,Acura,TL,Manual,Pale White,Hatchback
2,Female,1610.0,31.0,Dodge,Intrepid,Auto,Red,Sedan
0,Male,374.0,19.0,Dodge,Neon,Manual,Red,Hardtop
2,Female,1750.0,16.0,Volkswagen,Cabrio,Auto,Black,Sedan
0,Male,760.0,18.0,Lincoln,Town car,Auto,Pale White,Hatchback
0,Male,616.0,22.0,Ford,Explorer,Auto,Black,Hatchback
2,Male,1680.0,21.0,Honda,Accord,Auto,Pale White,Sedan
2,Male,2200.0,31.0,Dodge,Viper,Auto,Red,SUV
1,Male,13.5,42.0,Mitsubishi,Galant,Auto,Pale White,Passenger
0,Female,770.0,25.0,Mercedes-B,M-Class,Manual,Red,Hardtop
2,Male,2200.0,21.0,Mitsubishi,3000GT,Manual,Pale White,Sedan
1,Female,13.5,69.0,BMW,328i,Manual,Black,Sedan
0,Male,790.0,20.0,Chevrolet,Monte Carlo,Auto,Red,Hatchback
2,Male,2250.0,19.0,Honda,Accord,Auto,Pale White,Sedan
0,Male,13.5,18.0,Lincoln,Continental,Manual,Black,Passenger
0,Female,587.0,20.0,Plymouth,Voyager,Manual,Red,Passenger
1,Male,13.5,39.001,Dodge,Avenger,Auto,Red,Passenger
0,Female,905.0,27.0,Honda,Passport,Manual,Pale White,Hardtop
0,Male,850.0,29.001,Volvo,S40,Auto,Red,Sedan
2,Male,1215.0,14.501,Toyota,Corolla,Manual,Red,Passenger
0,Female,283.0,14.001,Porsche,Boxter,Manual,Pale White,SUV
2,Male,1320.0,22.001,Dodge,Durango,Auto,Red,SUV
1,Female,1300.0,45.001,Toyota,Celica,Auto,Pale White,SUV
0,Male,13.5,21.001,Volkswagen,Passat,Auto,Black,Hatchback
0,Male,13.5,13.001,Cadillac,Eldorado,Manual,Pale White,Passenger
2,Male,2080.0,45.001,Oldsmobile,Intrigue,Auto,Pale White,SUV
0,Male,1000.0,21.001,Dodge,Dakota,Auto,Pale White,Sedan
0,Male,13.5,22.0,Subaru,Forester,Auto,Black,Hardtop
1,Male,13.5,49.001,Subaru,Outback,Manual,Red,SUV
1,Male,572.0,46.0,Chrysler,Concorde,Auto,Pale White,Hardtop
2,Male,2900.0,25.001,Volvo,S80,Manual,Red,Sedan
0,Male,507.0,14.0,Oldsmobile,Silhouette,Manual,Pale White,Sedan
1,Male,820.0,57.0,Mercedes-B,SLK,Manual,Pale White,Passenger
0,Male,13.5,13.0,Audi,A6,Manual,Pale White,SUV
2,Male,1250.0,16.0,Chrysler,LHS,Auto,Red,Hatchback
0,Male,910.0,25.0,BMW,528i,Manual,Red,SUV
0,Male,13.5,21.0,Volkswagen,Passat,Auto,Black,Hatchback
2,Male,2520.0,22.0,Ford,Taurus,Manual,Red,SUV
0,Male,13.5,19.0,Chevrolet,Metro,Auto,Pale White,Passenger
0,Male,13.5,31.0,Toyota,Camry,Auto,Red,Hatchback
1,Male,890.0,61.0,Mercury,Sable,Manual,Red,Sedan
0,Male,1120.0,26.0,Lincoln,Town car,Auto,Black,Hatchback
0,Male,13.5,26.0,Chevrolet,Corvette,Manual,Black,SUV
0,Male,1185.0,13.5,Ford,F-Series,Manual,Red,Passenger
2,Female,1550.0,19.0,Toyota,Sienna,Manual,Red,Passenger
